,CPIAUCSL,FEDFUNDS,Effective Rate MoM Change,CPI YoY % Change
2000-03-31 00:00:00,171,0.0585,0.0012,0.037621359
2000-04-30 00:00:00,170.9,0.0602,0.0017,0.030138638
2000-05-31 00:00:00,171.2,0.0627,0.0025,0.031325301
2000-06-30 00:00:00,172.2,0.0653,0.0026,0.037349398
2000-07-31 00:00:00,172.7,0.0654,0.0001,0.035992801
2000-08-31 00:00:00,172.7,0.065,-0.0004,0.033512867
2000-09-30 00:00:00,173.6,0.0652,0.0002,0.034564958
2000-10-31 00:00:00,173.9,0.0651,-0.0001,0.034503272
2000-11-30 00:00:00,174.2,0.0651,0,0.034441805
2000-12-31 00:00:00,174.6,0.064,-0.0011,0.03436019
2001-01-31 00:00:00,175.6,0.0598,-0.0042,0.03721205
2001-02-28 00:00:00,176,0.0549,-0.0049,0.035294118
2001-03-31 00:00:00,176.1,0.0531,-0.0018,0.029824561
2001-04-30 00:00:00,176.4,0.048,-0.0051,0.032182563
2001-05-31 00:00:00,177.3,0.0421,-0.0059,0.035630841
2001-06-30 00:00:00,177.7,0.0397,-0.0024,0.031939605
2001-07-31 00:00:00,177.4,0.0377,-0.002,0.027214823
2001-08-31 00:00:00,177.4,0.0365,-0.0012,0.027214823
2001-09-30 00:00:00,178.1,0.0307,-0.0058,0.025921659
2001-10-31 00:00:00,177.6,0.0249,-0.0058,0.021276596
2001-11-30 00:00:00,177.5,0.0209,-0.004,0.018943743
2001-12-31 00:00:00,177.4,0.0182,-0.0027,0.016036655
2002-01-31 00:00:00,177.7,0.0173,-0.0009,0.011958998
2002-02-28 00:00:00,178,0.0174,1E-04,0.011363636
2002-03-31 00:00:00,178.5,0.0173,-1E-04,0.01362862
2002-04-30 00:00:00,179.3,0.0175,0.0002,0.016439909
2002-05-31 00:00:00,179.5,0.0175,0,0.012408347
2002-06-30 00:00:00,179.6,0.0175,0,0.010692178
2002-07-31 00:00:00,180,0.0173,-0.0002,0.014656144
2002-08-31 00:00:00,180.5,0.0174,1E-04,0.017474634
2002-09-30 00:00:00,180.8,0.0175,0.0001,0.015160022
2002-10-31 00:00:00,181.2,0.0175,0,0.02027027
2002-11-30 00:00:00,181.5,0.0134,-0.0041,0.022535211
2002-12-31 00:00:00,181.8,0.0124,-0.001,0.024802706
2003-01-31 00:00:00,182.6,0.0124,0,0.027574564
2003-02-28 00:00:00,183.6,0.0126,0.0002,0.031460674
2003-03-31 00:00:00,183.9,0.0125,-1E-04,0.030252101
2003-04-30 00:00:00,183.2,0.0126,1E-04,0.021751255
2003-05-31 00:00:00,182.9,0.0126,0,0.018941504
2003-06-30 00:00:00,183.1,0.0122,-0.0004,0.019487751
2003-07-31 00:00:00,183.7,0.0101,-0.0021,0.020555556
2003-08-31 00:00:00,184.5,0.0103,0.0002,0.022160665
2003-09-30 00:00:00,185.1,0.0101,-0.0002,0.023783186
2003-10-31 00:00:00,184.9,0.0101,0,0.020419426
2003-11-30 00:00:00,185,0.01,-1E-04,0.019283747
2003-12-31 00:00:00,185.5,0.0098,-0.0002,0.020352035
2004-01-31 00:00:00,186.3,0.01,0.0002,0.02026287
2004-02-29 00:00:00,186.7,0.0101,1E-04,0.016884532
2004-03-31 00:00:00,187.1,0.01,-1E-04,0.017400761
2004-04-30 00:00:00,187.4,0.01,0,0.022925764
2004-05-31 00:00:00,188.2,0.01,0,0.028977583
2004-06-30 00:00:00,188.9,0.0103,0.0003,0.031676679
2004-07-31 00:00:00,189.1,0.0126,0.0023,0.029395754
2004-08-31 00:00:00,189.2,0.0143,0.0017,0.025474255
2004-09-30 00:00:00,189.8,0.0161,0.0018,0.02539168
2004-10-31 00:00:00,190.8,0.0176,0.0015,0.03190914
2004-11-30 00:00:00,191.7,0.0193,0.0017,0.036216216
2004-12-31 00:00:00,191.7,0.0216,0.0023,0.033423181
2005-01-31 00:00:00,191.6,0.0228,0.0012,0.028448739
2005-02-28 00:00:00,192.4,0.025,0.0022,0.030530262
2005-03-31 00:00:00,193.1,0.0263,0.0013,0.032068413
2005-04-30 00:00:00,193.7,0.0279,0.0016,0.03361793
2005-05-31 00:00:00,193.6,0.03,0.0021,0.02869288
2005-06-30 00:00:00,193.7,0.0304,0.0004,0.02541027
2005-07-31 00:00:00,194.9,0.0326,0.0022,0.030671602
2005-08-31 00:00:00,196.1,0.035,0.0024,0.036469345
2005-09-30 00:00:00,198.8,0.0362,0.0012,0.047418335
2005-10-31 00:00:00,199.1,0.0378,0.0016,0.043501048
2005-11-30 00:00:00,198.1,0.04,0.0022,0.033385498
2005-12-31 00:00:00,198.1,0.0416,0.0016,0.033385498
2006-01-31 00:00:00,199.3,0.0429,0.0013,0.040187891
2006-02-28 00:00:00,199.4,0.0449,0.002,0.036382536
2006-03-31 00:00:00,199.7,0.0459,0.001,0.034179182
2006-04-30 00:00:00,200.7,0.0479,0.002,0.036138358
2006-05-31 00:00:00,201.3,0.0494,0.0015,0.039772727
2006-06-30 00:00:00,201.8,0.0499,0.0005,0.041817243
2006-07-31 00:00:00,202.9,0.0524,0.0025,0.041046691
2006-08-31 00:00:00,203.8,0.0525,1E-04,0.039265681
2006-09-30 00:00:00,202.8,0.0525,0,0.020120724
2006-10-31 00:00:00,201.9,0.0525,0,0.014063285
2006-11-30 00:00:00,202,0.0525,0,0.019687027
2006-12-31 00:00:00,203.1,0.0524,-1E-04,0.025239778
2007-01-31 00:00:00,203.437,0.0525,1E-04,0.020757652
2007-02-28 00:00:00,204.226,0.0526,0.0001,0.024202608
2007-03-31 00:00:00,205.288,0.0526,0,0.027981973
2007-04-30 00:00:00,205.904,0.0525,-0.0001,0.025929248
2007-05-31 00:00:00,206.755,0.0525,0,0.027098857
2007-06-30 00:00:00,207.234,0.0525,0,0.026927651
2007-07-31 00:00:00,207.603,0.0526,0.0001,0.023178906
2007-08-31 00:00:00,207.667,0.0502,-0.0024,0.018974485
2007-09-30 00:00:00,208.547,0.0494,-0.0008,0.028338264
2007-10-31 00:00:00,209.19,0.0476,-0.0018,0.036106984
2007-11-30 00:00:00,210.834,0.0449,-0.0027,0.043732673
2007-12-31 00:00:00,211.445,0.0424,-0.0025,0.041088134
2008-01-31 00:00:00,212.174,0.0394,-0.003,0.042946957
2008-02-29 00:00:00,212.687,0.0298,-0.0096,0.041429593
2008-03-31 00:00:00,213.448,0.0261,-0.0037,0.039749036
2008-04-30 00:00:00,213.942,0.0228,-0.0033,0.03903761
2008-05-31 00:00:00,215.208,0.0198,-0.003,0.040884138
2008-06-30 00:00:00,217.463,0.02,0.0002,0.049359661
2008-07-31 00:00:00,219.016,0.0201,1E-04,0.054975121
2008-08-31 00:00:00,218.69,0.02,-1E-04,0.053080172
2008-09-30 00:00:00,218.877,0.0181,-0.0019,0.049533199
2008-10-31 00:00:00,216.995,0.0097,-0.0084,0.037310579
2008-11-30 00:00:00,213.153,0.0039,-0.0058,0.010999175
2008-12-31 00:00:00,211.398,0.0016,-0.0023,-0.00022228
2009-01-31 00:00:00,211.933,0.0015,-0.0001,-0.00113586
2009-02-28 00:00:00,212.705,0.0022,0.0007,8.46314E-05
2009-03-31 00:00:00,212.495,0.0018,-0.0004,-0.004464788
2009-04-30 00:00:00,212.709,0.0015,-0.0003,-0.005763244
2009-05-31 00:00:00,213.022,0.0018,0.0003,-0.010157615
2009-06-30 00:00:00,214.79,0.0021,0.0003,-0.012291746
2009-07-31 00:00:00,214.726,0.0016,-0.0005,-0.01958761
2009-08-31 00:00:00,215.445,0.0016,0,-0.014838356
2009-09-30 00:00:00,215.861,0.0015,-0.0001,-0.013779429
2009-10-31 00:00:00,216.509,0.0012,-0.0003,-0.002239683
2009-11-30 00:00:00,217.234,0.0012,0,0.019145872
2009-12-31 00:00:00,217.347,0.0012,0,0.028141231
2010-01-31 00:00:00,217.488,0.0011,-1E-04,0.026211114
2010-02-28 00:00:00,217.281,0.0013,0.0002,0.021513364
2010-03-31 00:00:00,217.353,0.0016,0.0003,0.022861714
2010-04-30 00:00:00,217.403,0.002,0.0004,0.022067708
2010-05-31 00:00:00,217.29,0.002,0,0.020035489
2010-06-30 00:00:00,217.199,0.0018,-0.0002,0.011215606
2010-07-31 00:00:00,217.605,0.0018,0,0.013407785
2010-08-31 00:00:00,217.923,0.0019,0.0001,0.011501775
2010-09-30 00:00:00,218.275,0.0019,0,0.011183122
2010-10-31 00:00:00,219.035,0.0019,0,0.011666951
2010-11-30 00:00:00,219.59,0.0019,0,0.010845448
2010-12-31 00:00:00,220.472,0.0018,-0.0001,0.01437793
2011-01-31 00:00:00,221.187,0.0017,-1E-04,0.017007835
2011-02-28 00:00:00,221.898,0.0016,-0.0001,0.021248982
2011-03-31 00:00:00,223.046,0.0014,-0.0002,0.026192415
2011-04-30 00:00:00,224.093,0.001,-0.0004,0.030772344
2011-05-31 00:00:00,224.806,0.0009,-0.0001,0.034589719
2011-06-30 00:00:00,224.806,0.0009,0,0.035023182
2011-07-31 00:00:00,225.395,0.0007,-0.0002,0.03579881
2011-08-31 00:00:00,226.106,0.001,0.0003,0.03754996
2011-09-30 00:00:00,226.597,0.0008,-0.0002,0.038126217
2011-10-31 00:00:00,226.75,0.0007,-1E-04,0.035222681
2011-11-30 00:00:00,227.169,0.0008,1E-04,0.034514322
2011-12-31 00:00:00,227.223,0.0007,-1E-04,0.030620668
2012-01-31 00:00:00,227.842,0.0008,1E-04,0.030087663
2012-02-29 00:00:00,228.329,0.001,0.0002,0.028981784
2012-03-31 00:00:00,228.807,0.0013,0.0003,0.025828753
2012-04-30 00:00:00,229.187,0.0014,0.0001,0.022731634
2012-05-31 00:00:00,228.713,0.0016,0.0002,0.017379429
2012-06-30 00:00:00,228.524,0.0016,0,0.016538704
2012-07-31 00:00:00,228.59,0.0016,0,0.014175115
2012-08-31 00:00:00,229.918,0.0013,-0.0003,0.016859349
2012-09-30 00:00:00,231.015,0.0014,0.0001,0.019497169
2012-10-31 00:00:00,231.638,0.0016,0.0002,0.021556781
2012-11-30 00:00:00,231.249,0.0016,0,0.017960197
2012-12-31 00:00:00,231.221,0.0016,0,0.01759505
2013-01-31 00:00:00,231.679,0.0014,-0.0002,0.016840618
2013-02-28 00:00:00,232.937,0.0015,1E-04,0.020181405
2013-03-31 00:00:00,232.282,0.0014,-1E-04,0.015187472
2013-04-30 00:00:00,231.797,0.0015,1E-04,0.01138808
2013-05-31 00:00:00,231.893,0.0011,-0.0004,0.013903888
2013-06-30 00:00:00,232.445,0.0009,-0.0002,0.017157935
2013-07-31 00:00:00,232.9,0.0009,0,0.018854718
2013-08-31 00:00:00,233.456,0.0008,-1E-04,0.015388095
2013-09-30 00:00:00,233.544,0.0008,0,0.010947341
2013-10-31 00:00:00,233.669,0.0009,1E-04,0.008767991
2013-11-30 00:00:00,234.1,0.0008,-1E-04,0.012328702
2013-12-31 00:00:00,234.719,0.0009,1E-04,0.015128384
2014-01-31 00:00:00,235.288,0.0007,-0.0002,0.015577588
2014-02-28 00:00:00,235.547,0.0007,0,0.011204746
2014-03-31 00:00:00,236.028,0.0008,1E-04,0.016126949
2014-04-30 00:00:00,236.468,0.0009,1E-04,0.020151253
2014-05-31 00:00:00,236.918,0.0009,0,0.021669477
2014-06-30 00:00:00,237.231,0.001,0.0001,0.020589817
2014-07-31 00:00:00,237.498,0.0009,-0.0001,0.019742379
2014-08-31 00:00:00,237.46,0.0009,0,0.017150983
2014-09-30 00:00:00,237.477,0.0009,0,0.01684051
2014-10-31 00:00:00,237.43,0.0009,0,0.016095417
2014-11-30 00:00:00,236.983,0.0009,0,0.01231525
2014-12-31 00:00:00,236.252,0.0012,0.0003,0.006531214
2015-01-31 00:00:00,234.747,0.0011,-1E-04,-0.00229931
2015-02-28 00:00:00,235.342,0.0011,0,-0.000870315
2015-03-31 00:00:00,235.976,0.0011,0,-0.000220313
2015-04-30 00:00:00,236.222,0.0012,1E-04,-0.00104031
2015-05-31 00:00:00,237.001,0.0012,0,0.000350332
2015-06-30 00:00:00,237.657,0.0013,0.0001,0.001795718
2015-07-31 00:00:00,238.034,0.0013,0,0.002256861
2015-08-31 00:00:00,238.033,0.0014,0.0001,0.002413038
2015-09-30 00:00:00,237.498,0.0014,0,8.84296E-05
2015-10-31 00:00:00,237.733,0.0012,-0.0002,0.001276166
2015-11-30 00:00:00,238.017,0.0012,0,0.004363182
2015-12-31 00:00:00,237.761,0.0024,0.0012,0.006387248
2016-01-31 00:00:00,237.652,0.0034,0.001,0.012375025
2016-02-29 00:00:00,237.336,0.0038,0.0004,0.008472776
2016-03-31 00:00:00,238.08,0.0036,-0.0002,0.008916161
2016-04-30 00:00:00,238.992,0.0037,0.0001,0.011726258
2016-05-31 00:00:00,239.557,0.0037,0,0.010784765
2016-06-30 00:00:00,240.222,0.0038,1E-04,0.010792865
2016-07-31 00:00:00,240.101,0.0039,0.0001,0.008683633
2016-08-31 00:00:00,240.545,0.004,1E-04,0.010553159
2016-09-30 00:00:00,241.176,0.004,0,0.015486446
2016-10-31 00:00:00,241.741,0.004,0,0.01685925
2016-11-30 00:00:00,242.026,0.0041,1E-04,0.016843335
2016-12-31 00:00:00,242.637,0.0054,0.0013,0.020507989
2017-01-31 00:00:00,243.618,0.0065,0.0011,0.025103933
2017-02-28 00:00:00,244.006,0.0066,1E-04,0.028103617
2017-03-31 00:00:00,243.892,0.0079,0.0013,0.024411962
2017-04-30 00:00:00,244.193,0.009,0.0011,0.021762235
2017-05-31 00:00:00,244.004,0.0091,1E-04,0.018563432
2017-06-30 00:00:00,244.163,0.0104,0.0013,0.016405658
2017-07-31 00:00:00,244.243,0.0115,0.0011,0.017251074
2017-08-31 00:00:00,245.183,0.0116,1E-04,0.019281216
2017-09-30 00:00:00,246.435,0.0115,-1E-04,0.021805652
2017-10-31 00:00:00,246.626,0.0115,0,0.020207578
2017-11-30 00:00:00,247.284,0.0116,1E-04,0.021724939
2017-12-31 00:00:00,247.805,0.013,0.0014,0.021299307
2018-01-31 00:00:00,248.743,0.0141,0.0011,0.021037033
2018-02-28 00:00:00,249.439,0.0142,1E-04,0.022265846
2018-03-31 00:00:00,249.581,0.0151,0.0009,0.023325898
2018-04-30 00:00:00,250.146,0.0169,0.0018,0.024378258
2018-05-31 00:00:00,250.779,0.017,0.0001,0.027765938
2018-06-30 00:00:00,251.118,0.0182,0.0012,0.028485069
2018-07-31 00:00:00,251.323,0.0191,0.0009,0.028987525
2018-08-31 00:00:00,251.749,0.0191,0,0.026779997
2018-09-30 00:00:00,252.239,0.0195,0.0004,0.023551849
2018-10-31 00:00:00,252.862,0.0219,0.0024,0.02528525
2018-11-30 00:00:00,252.657,0.022,0.0001,0.021728054
2018-12-31 00:00:00,252.551,0.0227,0.0007,0.019152156
2019-01-31 00:00:00,252.47,0.024,0.0013,0.014983336
2019-02-28 00:00:00,253.135,0.024,0,0.01481725
2019-03-31 00:00:00,254.273,0.0241,1E-04,0.018799508
2019-04-30 00:00:00,255.163,0.0242,1E-04,0.020056287
2019-05-31 00:00:00,255.325,0.0239,-0.0003,0.018127515
2019-06-30 00:00:00,255.361,0.0238,-0.0001,0.016896439
2019-07-31 00:00:00,255.9,0.024,0.0002,0.018211624
2019-08-31 00:00:00,256.179,0.0213,-0.0027,0.017596892
2019-09-30 00:00:00,256.596,0.0204,-0.0009,0.0172733
2019-10-31 00:00:00,257.305,0.0183,-0.0021,0.017570849
2019-11-30 00:00:00,257.788,0.0155,-0.0028,0.020308165
2019-12-31 00:00:00,258.263,0.0155,0,0.022617214
2020-01-31 00:00:00,258.682,0.0155,0,0.024604904
2020-02-29 00:00:00,259.007,0.0158,0.0003,0.023197108
2020-03-31 00:00:00,258.165,0.0065,-0.0093,0.015306383
2020-04-30 00:00:00,256.094,0.0005,-0.006,0.003648648
2020-05-31 00:00:00,255.944,0.0005,0,0.002424361
2020-06-30 00:00:00,257.217,0.0008,0.0003,0.007268142
2020-07-31 00:00:00,258.543,0.0009,1E-04,0.010328253
2020-08-31 00:00:00,259.58,0.001,0.0001,0.013275874
2020-09-30 00:00:00,260.19,0.0009,-0.0001,0.014006454
2020-10-31 00:00:00,260.352,0.0009,0,0.011841977
2020-11-30 00:00:00,260.721,0.0009,0,0.011377566
2020-12-31 00:00:00,261.564,0.0009,0,0.012781544
2021-01-31 00:00:00,262.2,0.0009,0,0.013599709
2021-02-28 00:00:00,263.346,0.0008,-1E-04,0.016752443
2021-03-31 00:00:00,265.028,0.0007,-1E-04,0.026583774
2021-04-30 00:00:00,266.727,0.0007,0,0.041519911
2021-05-31 00:00:00,268.599,0.0006,-0.0001,0.04944441
2021-06-30 00:00:00,270.955,0.0008,0.0002,0.053410156
2021-07-31 00:00:00,272.184,0.001,0.0002,0.052761049
2021-08-31 00:00:00,273.092,0.0009,-0.0001,0.052053317
2021-09-30 00:00:00,274.214,0.0008,-1E-04,0.053899074
2021-10-31 00:00:00,276.59,0.0008,0,0.062369408
2021-11-30 00:00:00,278.524,0.0008,0,0.068283721
2021-12-31 00:00:00,280.126,0.0008,0,0.070965423
2022-01-31 00:00:00,281.933,0.0008,0,0.075259344
2022-02-28 00:00:00,284.182,0.0008,0,0.079120245
2022-03-31 00:00:00,287.708,0.002,0.0012,0.085575864
2022-04-30 00:00:00,288.663,0.0033,0.0013,0.082241393
2022-05-31 00:00:00,291.474,0.0077,0.0044,0.085164129
2022-06-30 00:00:00,295.328,0.0121,0.0044,0.089952206
2022-07-31 00:00:00,295.271,0.0168,0.0047,0.084821297
2022-08-31 00:00:00,295.62,0.0233,0.0065,0.082492347
2022-09-30 00:00:00,296.761,0.0256,0.0023,0.082224102
